date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,home_elo_pre,away_elo_pre,elo_diff,tournament_weight,is_competitive,home_confederation,away_confederation
1974-02-15,Ghana,Guinea,5.0,2.0,Friendly,Accra,Ghana,False,1606.1643045433998,1618.8180574079263,-12.653752864526496,1,False,CAF,Unknown
1974-02-17,Ghana,Guinea,3.0,1.0,Friendly,Accra,Ghana,False,1619.3551609762449,1605.6272009750812,13.727960001163638,1,False,CAF,Unknown
1974-02-17,Tahiti,New Caledonia,2.0,1.0,Friendly,Papeete,Tahiti,False,1611.9927323404531,1621.7555544478812,-9.762822107428065,1,False,Unknown,Unknown
1974-02-17,Congo,Mali,2.0,2.0,Friendly,Brazzaville,Congo,False,1575.6894856922984,1595.3233491316128,-19.633863439314382,1,False,Unknown,Unknown
1974-02-17,Tahiti,New Caledonia,1.0,2.0,Friendly,Papeete,Tahiti,False,1611.9927323404531,1621.7555544478812,-9.762822107428065,1,False,Unknown,Unknown
1974-02-20,Hong Kong,Japan,0.0,0.0,Friendly,So Kon Po,Hong Kong,False,1425.7963705917527,1533.0012545430882,-107.20488395133543,1,False,Unknown,AFC
1974-02-20,Tahiti,New Caledonia,2.0,2.0,Friendly,Papeete,Tahiti,False,1606.5148720446248,1627.2334147437095,-20.718542699084765,1,False,Unknown,Unknown
1974-02-22,Iraq,Morocco,0.0,0.0,Friendly,Baghdad,Iraq,False,1644.9785744988314,1637.572721504252,7.405852994579391,1,False,AFC,CAF
1974-02-23,Spain,Germany,1.0,0.0,Friendly,Barcelona,Spain,False,1728.1815317417372,1982.454362461835,-254.27283072009777,1,False,UEFA,UEFA
1974-02-24,Iraq,Morocco,0.0,0.0,Friendly,Baghdad,Iraq,False,1641.9820393480784,1640.5692566550051,1.412782693073268,1,False,AFC,CAF
1974-02-25,Kuwait,Morocco,0.0,2.0,Friendly,Kuwait City,Kuwait,False,1525.594314699267,1643.4079860114273,-117.8136713121603,1,False,Unknown,CAF
1974-02-26,Italy,Germany,0.0,0.0,Friendly,Rome,Italy,False,1874.0746080670733,1968.284545251588,-94.20993718451473,1,False,Unknown,UEFA
1974-02-26,Tunisia,German DR,0.0,4.0,Friendly,Tunis,Tunisia,False,1625.45059750109,1797.1720246184393,-171.72142711734932,1,False,CAF,Unknown
1974-02-27,Qatar,Morocco,0.0,1.0,Friendly,Doha,Qatar,False,1339.3159049094922,1657.6395812093158,-318.32367629982355,1,False,AFC,CAF
1974-02-28,Algeria,German DR,1.0,3.0,Friendly,Algiers,Algeria,False,1579.0721194601103,1812.105504596087,-233.0333851359767,1,False,CAF,Unknown
1974-03-01,Bahrain,Morocco,0.0,1.0,Friendly,Manama,Bahrain,False,1453.2368424490708,1662.0701823411428,-208.833339892072,1,False,Unknown,CAF
1974-03-01,Egypt,Uganda,2.0,1.0,African Cup of Nations,Cairo,Egypt,False,1688.7705306331611,1581.1043554835328,107.66617514962832,4,True,CAF,Unknown
1974-03-02,Ivory Coast,Zambia,0.0,1.0,African Cup of Nations,El Mahalla El Kubra,Egypt,True,1672.9004813077677,1564.6851292484987,108.21535205926898,4,True,CAF,Unknown
1974-03-03,Congo,Mauritius,2.0,0.0,African Cup of Nations,Alexandria,Egypt,True,1573.4167529755032,1460.0493389865214,113.36741398898175,4,True,Unknown,Unknown
1974-03-03,Guinea,DR Congo,1.0,2.0,African Cup of Nations,Damanhur,Egypt,True,1595.3690680337747,1758.0623107566569,-162.69324272288213,4,True,Unknown,CAF
1974-03-04,Egypt,Zambia,3.0,1.0,African Cup of Nations,Cairo,Egypt,False,1700.3850562108669,1597.9875515467336,102.3975046641333,4,True,CAF,Unknown
1974-03-04,Ivory Coast,Uganda,2.0,2.0,African Cup of Nations,El Mahalla El Kubra,Egypt,True,1651.3116471707788,1569.4898299058275,81.82181726495128,4,True,CAF,Unknown
1974-03-05,Congo,DR Congo,2.0,1.0,African Cup of Nations,Alexandria,Egypt,True,1599.0971229031747,1772.1423239481578,-173.04520104498306,4,True,Unknown,CAF
1974-03-05,Guinea,Mauritius,2.0,1.0,African Cup of Nations,Damanhur,Egypt,True,1581.2890548422738,1434.36896905885,146.9200857834237,4,True,Unknown,Unknown
1974-03-06,Egypt,Ivory Coast,2.0,0.0,African Cup of Nations,Cairo,Egypt,False,1718.215778738797,1645.5305762009798,72.6852025378173,4,True,CAF,CAF
1974-03-06,Saudi Arabia,Morocco,0.0,0.0,Friendly,Riyadh,Saudi Arabia,False,1508.4802579121226,1669.036296247457,-160.55603833533428,1,False,AFC,CAF
